HGP,E1VFVN30,HAI,DLG,FIT,FLT,HQC,GEX,PVD,MSN,PVI,VRE,DXG,SJF,AMD,VHM,EVG,HVN,SCR,SFG,VGC,BFC,TCH,PHR,BVH,TDM,HAH,KSB,SKG,BCM,VNS,CNG,TTB,LPB,DAH,HTN,NHA,CSV,DHG,SVC,IJC,FPT,DVP,C32,BIC,BMC,STB,SCD,HCD,CTS,MSH,TNI,BMP,NSC,HBC,SFI,UIC,SAV,TVB,LIX,FMC,GMC,FVN,NHH,VHC,DGC,HSG,VTB,SMB,CLC,HDC,TVS,IDI,DHA,APC,FCM,ACC,BMI,GVR,FUCVREIT,DSN,TNA,CMX,TCL,DQC,GSP,PME,PET,PJT,LBM,PAC,SZL,GDT,KHP,GIL,PGC,MCG,FUESSV50,PAN,VSH
40.75,23.08,3.58,4.4,8.5,4.63,27.45,18.13,116.0,18.6,29.05,33.45,11.75,3.9,61.21,9.26,20.7,16.45,16.69,42.04,33.8,14.75,64.2,58.6,37.6,64.8,35.65,18.15,76.5,12.4,35.8,6.76,15.55,10.2,38.4,39.0,48.1,96.0,102.6,20.4,103.4,57.5,26.15,31.25,18.5,26.8,19.8,12.5,24.95,85.3,4.81,57.5,90.1,18.05,73.45,47.41,21.73,10.6,47.0,59.79,23.6,18.6,16.05,89.1,221.4,28.1,13.5,41.0,37.55,65.0,34.55,23.2,47.39,20.0,6.79,16.7,32.68,27.45,9.85,47.65,11.2,19.0,36.8,27.45,12.6,80.2,48.3,11.4,93.0,32.4,63.5,50.32,11.41,77.9,19.8,5.08,19.62,23.75,27.75,53.5
43.8,24.56,3.57,4.55,9.0,4.96,29.5,19.46,123.3,20.0,30.9,34.65,11.0,3.81,62.86,9.95,21.9,15.9,17.93,45.19,36.3,15.85,69.0,63.0,40.0,69.64,38.3,19.5,75.5,13.3,38.45,7.26,16.7,10.9,41.2,41.9,51.7,101.7,99.5,21.9,111.1,56.5,28.05,33.55,19.8,28.8,20.0,13.4,26.8,91.7,5.13,60.91,93.0,19.2,76.49,50.52,22.58,11.35,48.5,64.25,24.2,20.0,17.15,95.8,238.0,30.2,13.2,41.5,38.95,69.8,37.1,24.9,50.62,19.8,7.29,17.8,35.12,29.5,10.3,48.4,11.35,20.4,38.4,29.5,13.0,80.2,51.9,11.7,96.8,34.8,65.7,50.91,11.9,83.7,20.5,5.46,21.5,25.5,29.69,56.0
43.35,24.56,3.43,4.81,8.71,5.15,29.0,20.92,123.0,21.0,30.5,32.4,11.35,3.57,62.18,9.82,22.3,15.25,18.18,44.24,39.0,15.4,74.1,66.5,40.8,74.87,38.75,20.2,73.0,12.7,41.3,7.8,16.3,10.6,43.85,45.05,55.5,101.6,99.5,21.75,112.0,60.5,28.45,35.0,18.6,27.65,20.0,13.25,26.8,98.5,5.1,61.3,95.0,18.75,76.49,53.07,23.3,12.2,49.0,69.01,26.0,21.45,17.0,103.0,247.0,30.1,12.75,41.35,38.8,75.0,37.9,26.75,53.41,21.25,7.39,17.6,35.79,30.5,10.3,48.5,11.35,21.9,38.95,31.7,12.7,80.2,55.8,11.9,95.0,35.0,66.5,49.34,11.17,90.0,20.15,5.87,21.5,25.9,30.47,55.5
43.2,24.56,3.68,5.17,9.36,5.53,27.7,22.46,124.3,21.5,30.65,33.5,12.2,3.83,64.9,9.82,22.55,16.3,18.77,42.9,39.0,15.6,79.6,64.0,41.0,71.41,38.2,20.2,76.5,11.9,44.4,8.38,16.05,10.6,47.15,48.4,57.9,101.6,99.5,22.35,112.0,60.2,28.45,34.8,20.0,27.55,20.1,13.4,26.1,97.0,5.48,61.3,96.4,20.15,77.17,53.64,23.01,13.1,49.95,69.01,26.0,23.05,18.2,106.4,243.0,30.1,13.25,41.35,38.8,80.6,36.6,28.75,54.47,22.8,7.94,18.4,35.36,32.55,10.3,48.5,12.2,23.3,39.5,34.05,13.1,80.2,60.0,11.6,97.5,34.7,67.0,52.77,12.0,90.0,20.85,6.31,21.5,26.3,30.86,59.0
43.3,24.56,3.95,5.55,10.05,5.94,29.75,24.13,120.5,23.0,30.85,35.8,13.1,4.11,66.95,9.82,22.3,16.3,18.97,45.76,41.9,15.65,85.5,65.7,42.3,75.93,38.95,18.9,79.9,11.15,45.4,9.01,17.25,11.25,47.0,50.0,59.0,102.0,99.5,24.0,112.0,62.3,28.7,35.5,21.4,27.5,20.6,13.3,27.65,99.5,5.89,61.89,96.8,21.65,76.98,54.4,24.28,14.05,50.0,71.53,26.25,24.75,19.45,102.0,254.8,30.3,14.2,41.4,39.6,86.5,39.1,29.7,53.89,23.05,8.53,18.4,36.74,35.0,10.3,49.2,12.9,24.6,40.85,36.6,13.9,80.2,62.7,11.7,97.7,34.5,68.3,53.84,12.73,94.0,22.4,6.78,21.5,27.0,31.68,61.5
42.65,24.56,4.24,5.96,10.77,6.38,31.8,23.92,124.0,22.5,31.35,38.3,14.05,4.41,67.82,10.55,22.55,16.7,18.77,49.19,41.1,16.8,87.5,66.8,42.2,72.82,41.85,18.6,79.8,10.85,45.9,9.68,18.5,12.05,50.0,51.0,57.0,102.0,106.8,24.9,115.5,60.7,28.9,35.5,22.4,29.0,20.2,13.1,29.7,101.5,6.33,61.69,97.6,23.25,77.66,53.74,23.9,15.1,50.0,71.82,26.0,26.6,20.6,105.5,245.0,31.1,13.7,41.4,40.0,86.9,41.1,31.05,56.29,24.75,9.17,18.25,38.27,36.8,10.3,49.8,13.0,26.4,40.8,39.0,14.3,80.2,64.0,11.8,96.8,34.8,68.8,53.45,13.66,96.8,22.35,7.29,21.5,28.2,32.41,60.4
44.2,24.56,4.55,6.4,11.55,6.85,33.95,25.21,125.0,23.5,31.5,37.5,15.1,4.74,69.08,11.3,23.4,17.75,18.82,48.81,40.9,18.05,86.3,66.8,41.0,72.82,45.0,19.2,79.0,11.2,43.0,10.4,19.75,12.95,50.3,52.0,58.2,101.9,100.0,26.75,115.0,60.8,30.25,35.5,23.35,30.1,20.35,13.9,31.9,101.3,6.8,62.28,96.6,25.0,79.43,54.4,24.28,16.2,51.0,71.24,27.0,28.6,21.8,104.6,248.0,33.2,13.65,41.4,40.6,91.2,43.15,29.3,58.7,25.0,9.85,19.25,39.51,36.0,10.3,49.9,13.85,24.8,41.4,40.3,14.9,80.2,60.5,12.65,98.0,34.8,68.8,54.43,14.15,96.0,23.0,7.83,21.5,29.35,30.32,59.0
44.9,24.56,4.89,6.68,11.82,7.16,36.0,25.25,125.7,23.8,31.85,39.75,15.3,5.09,70.25,11.6,24.0,18.7,19.46,52.25,42.1,18.7,80.7,62.5,41.3,71.97,45.4,18.6,76.8,10.8,42.9,10.6,19.8,13.25,50.6,54.9,60.0,102.1,100.0,27.1,116.6,60.0,30.2,33.35,23.7,30.8,20.4,13.8,32.65,98.2,7.08,61.69,96.6,26.15,80.41,54.3,24.8,16.95,51.4,70.37,26.0,28.8,22.25,102.6,247.2,33.2,12.8,41.7,40.65,94.1,43.7,28.15,58.41,25.8,10.0,19.2,37.6,34.55,10.3,49.7,14.0,23.55,41.6,38.6,15.4,80.2,60.0,12.75,98.4,35.45,68.8,54.33,14.63,90.1,22.9,8.3,21.5,29.6,30.37,57.7
45.2,25.9,4.81,6.66,12.05,7.38,36.2,24.83,126.9,23.55,31.85,39.8,15.3,4.96,71.03,11.45,23.85,19.2,19.07,53.1,40.5,18.9,81.2,63.3,39.65,67.66,46.5,18.85,75.8,11.3,40.1,11.3,20.0,13.5,52.4,56.3,57.1,102.8,100.0,27.4,115.1,60.4,30.65,32.9,22.9,31.35,20.4,13.6,33.5,92.0,7.3,60.33,97.4,26.6,80.21,54.3,24.84,16.65,50.7,67.46,26.0,29.25,20.8,97.9,231.1,33.1,12.0,41.8,40.0,95.1,44.5,27.95,58.99,25.7,10.1,19.05,37.79,34.5,10.3,49.65,14.1,23.3,41.4,37.95,15.3,80.2,58.9,12.75,99.0,35.5,68.9,54.14,15.02,87.0,22.2,8.5,22.79,29.8,30.27,54.0
45.1,25.9,4.75,6.53,11.91,6.98,33.85,24.13,125.4,23.0,31.1,37.2,14.9,4.87,70.93,11.4,24.0,17.95,19.21,49.67,39.7,18.8,77.0,60.0,38.45,65.96,45.4,18.9,74.0,11.1,37.5,10.85,19.55,12.8,49.1,56.0,53.4,102.0,103.5,26.45,109.8,60.0,30.1,32.0,22.0,30.8,20.2,12.8,32.8,94.1,6.98,59.84,97.2,26.0,77.96,54.68,24.45,15.95,50.8,66.49,26.0,28.25,21.11,97.8,216.0,32.8,12.25,41.6,39.6,94.2,44.5,26.5,55.14,25.8,9.78,19.3,36.84,33.0,10.2,49.65,14.1,22.75,41.2,39.25,15.0,80.2,55.3,12.8,99.9,36.0,69.5,53.74,14.98,86.0,22.0,8.43,22.0,29.35,29.59,53.2
46.4,25.88,5.1,7.02,12.23,7.5,34.05,25.92,123.75,23.8,32.2,40.0,16.0,5.23,72.97,11.75,24.1,19.3,19.11,51.39,38.6,19.0,78.8,63.5,39.2,64.41,48.8,20.3,74.0,11.2,39.75,11.1,20.1,12.9,52.4,57.8,56.0,106.2,97.0,27.2,108.5,60.5,32.0,33.5,23.5,31.0,20.3,13.2,33.5,94.1,7.5,60.23,97.2,27.2,79.04,54.77,24.71,17.13,51.3,66.87,27.0,28.05,22.68,91.5,216.0,32.85,12.25,41.8,39.6,101.2,45.8,24.8,58.7,25.85,10.5,19.5,39.22,34.85,10.2,50.0,14.3,21.3,41.35,42.2,15.15,80.2,59.4,13.2,99.9,36.6,69.0,54.82,15.02,83.5,23.1,9.06,22.4,30.3,31.15,53.0
46.55,25.76,5.25,7.2,12.23,7.8,36.6,27.67,125.83,24.7,32.65,41.5,16.2,5.45,72.87,12.15,24.7,20.0,19.71,55.2,41.4,19.8,77.9,64.4,40.05,64.34,49.5,21.8,72.6,11.15,41.7,11.1,20.35,12.65,56.3,57.0,60.2,106.7,97.0,28.5,113.3,60.5,32.75,34.6,23.9,31.9,20.3,13.7,35.5,88.0,7.76,62.09,96.4,27.3,81.19,54.77,24.8,17.93,51.5,67.46,27.0,27.8,23.54,89.8,223.0,35.3,12.3,41.9,40.4,102.9,45.0,26.6,59.18,26.25,10.9,19.85,40.65,36.3,10.05,50.0,14.7,22.3,41.6,43.9,15.6,80.2,63.7,13.15,99.9,36.7,69.7,54.43,15.61,85.8,23.95,9.13,22.6,31.6,31.68,53.0
47.25,25.8,5.22,7.2,12.18,7.89,37.4,28.21,128.17,24.5,33.6,43.3,16.75,5.42,74.14,12.45,24.95,20.8,19.21,57.58,40.2,20.2,82.4,65.2,40.2,69.15,50.6,21.4,74.5,11.15,42.15,10.7,20.85,13.1,56.0,57.3,61.7,106.8,103.7,28.7,113.0,61.0,34.0,35.75,24.5,32.35,20.35,14.4,36.5,87.5,7.86,61.79,96.4,28.3,82.37,54.77,24.71,18.83,51.6,68.52,27.5,28.55,24.24,96.0,216.8,35.95,12.25,41.6,40.5,103.0,46.5,28.6,59.47,26.4,11.0,20.2,41.51,37.0,10.3,50.0,15.2,23.95,41.7,45.0,15.6,80.2,59.6,13.1,100.0,36.15,69.0,54.92,16.05,90.0,23.95,9.14,22.85,31.55,31.05,53.9
46.1,25.9,5.6,7.54,12.45,8.48,40.0,28.38,126.33,25.05,33.65,43.9,16.6,5.8,74.23,12.7,25.2,21.4,19.95,61.87,43.2,20.35,84.0,63.8,40.65,71.34,48.9,22.2,74.3,11.4,39.95,11.1,20.6,13.3,56.1,61.5,61.5,108.0,103.7,28.95,109.0,61.2,33.65,35.7,24.95,31.8,20.35,14.65,36.3,89.2,8.15,61.99,92.8,28.8,82.37,54.96,24.71,19.21,51.5,68.52,27.5,29.7,24.63,96.1,215.0,35.65,12.05,41.75,40.6,105.0,46.6,29.05,55.62,26.6,11.3,20.25,41.42,36.4,10.3,49.8,15.5,24.8,41.8,46.2,15.6,80.2,64.0,13.4,99.9,36.75,71.2,54.72,16.2,92.0,23.95,9.5,22.8,32.1,31.05,53.0
45.85,24.56,5.82,7.55,12.27,8.7,40.85,28.17,125.0,25.1,34.05,43.6,16.6,6.13,74.14,12.85,24.9,21.2,19.86,63.3,43.2,20.6,85.0,63.6,40.4,70.35,48.1,22.8,73.8,11.0,37.35,11.05,19.8,13.45,57.5,60.0,60.6,110.3,103.7,29.05,109.3,61.2,33.65,35.5,24.7,32.2,20.35,14.9,37.05,90.0,8.15,63.06,91.9,27.9,80.11,55.15,24.8,19.91,51.5,66.0,27.5,28.4,24.71,94.5,221.0,35.65,12.0,42.0,40.2,103.5,48.0,27.2,55.81,26.6,11.15,20.3,41.51,36.5,10.0,49.8,15.55,23.3,41.8,46.25,15.45,80.2,67.8,13.3,100.0,36.85,71.8,54.43,16.49,93.0,22.85,9.6,21.5,32.05,32.02,52.9
45.7,24.56,5.44,7.31,12.18,9.01,39.3,27.75,122.08,25.3,34.05,46.5,16.7,5.73,74.04,12.95,25.05,21.6,20.5,60.92,46.4,20.7,80.8,63.4,39.9,69.0,47.65,22.6,72.5,11.3,37.3,10.9,19.85,13.05,57.7,61.8,63.8,109.4,103.7,28.85,111.0,60.6,32.8,34.9,24.1,32.2,20.4,15.0,34.65,90.0,8.3,63.65,91.5,27.7,81.88,55.81,25.01,18.97,50.8,65.81,28.5,27.85,24.32,97.3,228.0,35.75,11.9,41.55,40.35,102.0,46.5,28.45,53.7,26.65,11.1,19.95,41.51,34.55,10.35,49.55,15.5,24.0,41.9,47.25,15.3,80.2,67.3,13.5,100.0,36.65,71.8,54.72,16.34,91.0,22.85,9.8,21.5,31.9,30.08,52.4
45.1,24.56,5.09,7.24,11.91,8.7,38.75,28.5,118.5,25.7,33.45,46.6,15.8,5.36,73.65,12.65,24.9,20.7,19.76,61.78,44.5,20.2,80.8,61.5,39.9,68.44,47.4,23.6,73.4,11.1,37.0,10.65,19.58,12.8,55.9,60.0,62.5,107.7,103.7,28.6,107.0,59.9,33.15,34.5,25.3,31.7,20.35,14.6,33.65,87.0,8.21,59.94,92.8,27.0,81.58,55.91,24.5,19.44,50.8,64.64,27.85,27.2,23.69,94.8,228.0,35.0,11.95,41.6,40.9,103.0,45.3,27.2,53.41,26.2,11.1,19.95,40.56,34.0,10.05,50.8,15.6,23.5,41.85,44.55,15.3,80.2,62.9,13.5,104.5,38.0,71.9,55.21,16.15,90.1,22.55,9.82,21.5,31.75,28.14,51.9
45.5,24.56,5.47,7.59,12.05,9.35,38.15,29.42,120.0,25.6,32.5,46.1,16.2,5.76,73.65,13.0,24.9,21.5,20.6,57.77,44.3,20.35,79.5,61.7,39.2,70.14,47.9,23.8,72.0,11.2,37.4,11.3,19.8,12.95,55.3,60.8,64.0,107.51,103.7,28.8,106.0,59.6,32.9,34.65,25.85,32.25,20.65,14.5,33.8,86.2,8.6,59.06,92.6,27.2,83.94,55.72,24.8,19.82,50.8,66.49,27.0,27.3,23.5,93.0,232.0,36.3,11.95,41.6,40.75,104.5,45.6,27.4,54.95,26.2,11.2,20.25,40.84,33.85,10.25,49.3,15.5,24.2,41.95,47.85,15.3,80.2,62.5,13.2,100.0,36.5,72.0,53.55,16.2,91.6,22.9,10.55,21.5,32.2,27.94,52.5
45.85,24.56,5.88,8.14,12.59,10.05,39.1,30.46,120.0,26.7,32.55,46.75,17.4,6.19,74.33,13.9,25.1,23.0,22.13,57.2,47.6,21.4,80.5,61.4,39.7,72.12,49.2,25.0,72.0,11.5,38.45,12.1,19.94,13.75,58.2,63.4,66.0,108.47,103.7,29.65,104.9,59.5,32.9,33.0,26.6,32.3,20.6,14.7,34.2,86.2,8.91,59.25,92.2,28.25,85.31,55.62,25.31,20.15,51.0,65.81,27.6,27.7,25.18,92.8,228.5,37.55,11.95,41.5,40.5,104.3,45.7,27.35,55.52,26.2,11.6,20.8,41.61,34.5,10.35,49.3,16.1,22.7,42.65,51.4,15.7,80.2,64.6,13.45,99.9,36.5,72.0,53.35,16.68,89.3,23.4,11.3,21.5,33.15,28.04,53.2
45.9,24.56,6.32,7.72,12.41,9.4,38.5,29.92,121.33,26.0,32.0,45.7,17.4,6.65,72.78,13.5,24.95,22.2,22.03,57.97,47.4,21.0,79.7,58.5,39.5,72.82,48.3,25.0,72.5,11.3,38.1,11.85,19.76,13.5,58.2,60.8,67.0,107.99,103.6,29.6,98.1,59.5,32.3,32.25,25.45,31.85,20.5,14.4,33.65,81.7,8.74,59.06,92.1,27.75,83.35,55.72,24.24,20.19,50.2,65.81,27.0,27.05,24.95,96.5,234.9,37.8,11.85,41.4,40.0,100.8,44.75,27.4,53.7,26.3,11.5,20.5,40.41,33.85,10.1,49.0,15.95,22.6,41.9,53.0,15.3,80.2,66.0,13.45,100.0,36.35,71.4,53.16,16.63,90.9,23.2,10.6,21.5,32.4,27.94,51.7
46.4,24.56,6.79,8.25,12.73,10.1,39.5,29.38,122.0,25.6,32.7,46.5,16.75,7.15,73.75,14.05,25.35,23.1,20.6,56.25,45.0,21.9,77.6,58.5,38.8,71.2,49.4,25.0,73.9,11.7,36.4,12.7,20.16,14.15,56.0,64.3,63.0,107.8,103.6,29.7,95.7,59.6,32.7,33.5,25.25,33.65,20.5,14.75,34.35,81.6,9.2,60.33,91.7,28.9,82.96,54.96,24.24,20.42,49.9,61.54,27.0,27.9,25.81,94.0,225.0,37.85,11.9,41.5,40.4,104.0,46.15,25.65,51.58,27.3,12.1,21.3,40.37,34.7,10.2,49.0,16.5,21.15,41.35,54.5,15.3,80.2,63.0,13.4,100.0,36.9,72.5,53.26,17.17,88.8,23.35,10.4,21.5,31.9,27.85,51.0
46.4,24.56,6.72,8.34,12.45,10.25,39.9,29.75,122.17,25.6,32.8,46.15,15.7,7.1,73.55,14.2,25.45,23.1,19.26,55.2,42.8,21.25,77.1,58.8,36.7,71.2,47.7,23.55,74.6,11.4,36.05,12.4,20.39,14.0,56.5,64.2,62.5,107.8,111.2,30.1,96.0,59.6,32.4,33.8,25.9,33.65,20.1,14.9,34.68,78.4,8.8,59.55,91.0,29.5,77.56,54.87,24.16,20.33,50.2,60.18,27.0,28.1,25.88,91.4,222.5,37.55,12.0,41.3,40.6,105.2,46.25,24.0,51.0,27.25,12.1,21.4,40.22,34.9,10.4,49.0,16.1,21.15,41.4,51.0,15.5,80.2,59.5,13.4,94.0,36.9,70.6,52.86,17.17,83.0,23.75,9.76,21.5,31.9,27.85,50.5
46.8,24.56,6.73,8.1,12.45,9.7,40.1,29.92,122.5,25.7,32.85,45.3,15.25,7.11,75.01,14.1,25.2,22.9,20.15,51.67,41.7,21.0,77.3,59.0,36.85,68.51,47.1,23.7,75.7,11.5,36.0,12.1,20.53,13.9,55.2,65.4,62.0,106.92,111.2,29.0,96.5,59.6,32.0,33.3,26.2,34.0,20.1,14.8,34.91,77.9,8.75,58.18,91.6,28.65,78.15,54.96,24.41,20.65,50.1,59.89,27.0,27.0,24.2,87.3,227.1,37.95,12.0,41.45,40.65,103.7,46.9,24.1,51.19,27.4,12.15,21.4,40.56,35.4,10.4,49.4,16.15,21.05,41.2,51.7,15.25,80.2,57.9,13.4,93.6,36.5,68.8,52.57,17.37,82.9,23.4,9.7,21.5,31.9,27.85,49.0
46.9,24.56,6.8,7.9,12.59,9.07,39.25,30.46,123.75,26.35,33.2,45.2,15.2,7.15,75.79,14.6,25.3,23.1,19.26,49.58,39.0,21.1,75.8,58.5,37.15,66.81,47.5,23.4,75.8,11.4,36.3,12.0,20.71,13.85,56.4,66.8,60.0,104.12,111.2,29.15,96.4,59.0,32.65,31.9,26.5,34.05,20.1,14.4,35.56,78.7,8.79,57.69,91.9,28.6,78.94,54.96,24.5,20.74,50.1,59.3,26.3,27.6,23.73,85.4,213.4,38.8,11.9,41.4,38.0,105.6,47.0,23.65,51.48,27.2,12.1,22.5,40.08,34.65,10.45,48.8,16.15,19.7,41.15,55.5,15.35,80.2,54.2,13.5,93.6,36.9,68.8,52.18,17.46,80.2,23.7,9.9,21.5,31.6,27.85,49.25
46.85,24.56,6.77,8.18,12.55,9.25,39.25,30.25,120.83,26.0,33.2,44.8,15.4,7.15,75.3,14.55,25.2,23.8,18.77,48.91,38.0,21.3,77.1,58.5,37.25,65.12,47.2,23.65,76.9,11.35,35.8,12.3,20.26,13.9,54.3,67.7,56.6,106.63,111.2,29.2,95.3,58.9,32.9,31.65,27.5,33.1,20.0,15.0,34.72,79.6,8.74,57.69,90.2,28.1,78.54,55.06,24.03,20.56,50.2,59.5,26.25,28.1,23.69,84.6,199.5,38.2,11.8,41.5,37.4,105.4,47.2,23.55,50.13,27.0,12.4,22.8,40.37,34.6,10.3,49.45,15.9,19.3,41.4,59.6,15.4,80.2,53.7,13.5,91.03,37.0,67.2,53.35,16.83,79.3,23.55,9.83,21.5,31.35,28.04,49.5
46.5,24.56,6.61,7.93,12.36,8.65,38.5,29.58,113.92,25.8,33.0,41.9,14.9,7.03,72.48,14.7,25.35,22.95,19.07,48.53,38.5,20.7,76.5,56.1,37.05,67.73,46.65,23.5,76.0,11.2,35.65,12.3,20.12,14.3,52.2,65.1,55.9,105.38,111.2,28.7,95.1,58.9,33.0,29.6,26.0,33.1,20.2,15.05,34.21,79.6,8.64,57.79,92.8,27.6,75.9,54.87,23.94,20.19,49.9,59.59,26.15,27.35,23.69,83.2,189.1,37.85,12.0,41.6,37.4,103.6,46.8,22.05,50.13,27.0,11.6,23.2,38.08,34.0,10.2,48.7,15.9,19.15,41.2,64.0,15.5,80.2,51.5,13.65,89.05,36.5,68.9,54.23,16.78,80.7,23.5,9.6,21.5,31.15,27.85,49.15
45.95,24.56,6.62,7.72,12.36,8.19,38.1,28.67,115.0,25.8,32.25,41.6,15.0,7.11,71.9,14.0,25.6,23.4,18.97,48.24,37.0,20.75,75.9,56.2,36.85,65.4,47.75,24.0,74.0,11.45,35.0,12.4,20.21,14.4,48.8,65.0,56.0,105.57,111.3,28.55,92.0,58.8,33.05,29.5,25.9,32.8,20.2,15.05,33.75,80.3,8.7,58.47,93.7,27.75,70.99,55.06,24.37,19.92,48.0,59.98,27.0,26.3,24.01,84.8,185.6,36.65,12.0,41.6,37.8,103.5,46.05,21.9,50.62,27.45,11.4,23.2,37.98,33.8,10.2,49.6,16.15,19.5,41.2,63.0,15.4,80.2,53.0,13.65,89.05,36.4,69.1,55.21,16.88,80.8,23.4,9.58,21.5,31.05,27.94,49.1
46.2,24.56,6.37,7.35,12.27,7.66,38.3,29.54,117.08,25.3,31.75,41.6,15.35,6.87,72.09,14.0,25.7,22.6,19.76,47.24,39.7,20.5,74.4,56.2,36.8,65.61,48.05,23.9,74.0,11.1,35.15,12.3,20.03,14.3,47.45,64.0,56.7,105.28,111.3,28.5,91.6,58.1,33.05,29.3,26.6,32.9,20.1,14.1,33.8,79.2,8.67,58.38,91.5,27.6,71.09,54.68,24.71,19.79,50.3,60.66,27.0,26.25,24.12,85.6,189.0,37.35,12.0,41.5,37.45,105.5,45.2,22.25,50.62,27.1,11.7,23.1,37.69,33.7,10.2,49.5,15.9,19.5,41.7,62.1,15.65,80.2,50.9,13.8,93.99,36.5,69.8,56.19,16.78,78.3,23.5,9.18,21.5,30.8,27.85,49.05
46.15,24.56,6.26,7.24,12.23,7.59,37.85,30.0,117.58,25.5,31.75,40.15,14.35,6.55,72.39,13.8,26.15,22.2,19.07,48.24,39.6,20.4,75.6,55.1,36.8,64.27,48.5,23.2,72.5,11.0,35.3,11.5,19.94,14.2,48.0,63.9,53.0,105.28,111.3,28.55,91.0,59.0,33.55,29.0,26.2,32.7,20.2,13.75,33.33,79.2,8.25,58.57,90.0,28.2,70.9,54.77,24.33,19.65,50.4,60.66,25.7,26.25,23.46,85.0,178.7,37.2,11.85,41.8,37.5,105.1,44.95,20.8,51.29,27.9,11.8,22.5,36.93,33.85,10.2,48.6,15.5,19.2,41.5,64.7,15.25,80.2,48.7,14.2,93.99,36.21,70.0,56.98,16.98,79.5,23.1,9.21,21.5,30.75,27.56,47.9
45.8,24.56,6.22,7.2,11.91,7.4,36.8,29.71,113.42,24.65,32.0,39.9,14.3,6.45,72.39,13.7,26.15,21.5,20.5,47.14,39.0,20.1,74.4,55.1,36.5,63.56,47.0,23.5,70.7,10.95,34.75,11.1,19.76,14.75,45.05,63.0,55.8,105.86,111.3,28.0,91.8,59.0,32.45,29.35,27.9,32.5,20.0,13.7,32.96,79.8,8.39,57.59,90.7,26.5,71.58,54.68,24.8,19.34,51.0,60.18,25.7,24.55,23.42,80.6,180.0,38.0,11.85,41.5,37.6,106.0,44.0,19.9,50.42,27.65,11.45,24.1,36.93,33.35,10.35,48.9,15.7,18.9,41.4,64.9,15.2,80.2,50.3,14.1,92.41,36.45,69.9,54.63,17.02,79.7,23.7,9.02,21.5,30.65,27.56,46.5
47.6,24.56,6.46,7.5,12.36,7.53,37.95,30.92,118.75,26.3,31.85,40.6,15.35,6.8,72.87,14.0,25.8,21.65,22.03,48.62,41.9,21.0,74.5,57.0,36.8,66.39,47.7,22.6,72.4,11.0,36.7,11.3,20.03,14.2,43.9,61.5,60.0,108.38,111.3,29.0,93.2,59.7,31.8,29.3,30.0,32.05,19.9,13.75,34.44,78.6,9.01,58.38,90.0,26.15,71.68,55.15,25.65,19.83,50.2,60.66,27.0,24.2,23.89,79.8,188.1,39.65,11.9,42.0,37.75,101.0,46.9,19.4,51.0,27.8,12.3,25.9,38.08,34.5,10.0,49.5,16.35,19.75,41.95,64.0,16.15,80.2,52.5,14.3,92.51,36.21,70.0,56.0,17.56,80.8,25.0,9.23,21.5,31.65,27.7,47.55
49.15,0.0,6.5,7.47,12.64,7.6,39.5,32.33,125.0,27.65,32.0,40.1,16.5,6.99,73.07,14.2,26.2,21.55,21.73,50.82,39.3,21.55,77.9,57.4,37.35,66.46,46.85,21.6,73.4,11.05,39.0,11.1,20.12,14.1,45.0,63.3,60.8,110.8,111.3,29.0,94.6,60.8,31.5,29.15,31.5,31.55,19.9,13.5,35.74,79.4,9.24,59.55,92.5,26.0,72.56,55.06,24.8,20.33,50.0,60.18,27.0,24.3,23.34,79.6,187.0,40.95,11.85,41.7,37.6,101.6,48.0,20.85,50.42,27.85,12.3,26.1,38.79,35.55,10.35,49.7,16.8,20.05,42.0,60.2,16.45,0.0,52.4,14.6,89.05,36.84,70.8,52.37,17.71,81.1,26.15,9.44,0.0,32.55,27.65,49.0
49.85,24.56,6.51,7.41,12.36,7.55,40.0,33.29,129.58,28.45,31.6,38.85,15.45,6.87,71.9,14.3,25.0,21.3,22.67,50.43,39.05,21.45,78.5,56.4,37.3,65.75,46.5,20.2,71.5,10.95,40.0,11.0,19.89,13.55,44.85,61.8,61.7,110.9,111.3,29.0,95.5,59.9,31.1,28.95,31.1,31.1,19.95,13.55,35.28,77.8,8.89,60.04,90.9,26.0,72.56,54.68,23.94,19.43,50.0,57.26,27.5,23.65,22.95,74.4,189.0,41.45,11.9,41.55,37.4,95.0,47.3,19.5,50.23,27.9,11.5,24.9,38.46,36.0,10.35,48.2,16.45,18.75,43.0,56.3,17.05,80.2,51.0,14.7,89.05,36.31,69.9,51.88,16.59,75.9,26.8,9.3,21.5,32.7,27.65,48.1
